[0mroot [8] g4->ApplyCommand("/control/execute materialScan.mac"[D[D[D[D[D[D[D[D[D[D[D[D[D[D[D[D[D[D[D[D[D[D[D[D[D[D[D[D[D[D[D[D[D[D[D[D[0m[38;5;83m[1m([0m"/control/execute materialScan.mac"[0m[38;5;83m[1m)
[0m/control/execute materialScan.mac
# Include default setup
#/control/execute jleic.mac
#Theta range: bins, start, span
/control/matScan/theta 1 0 0
#Phi range: bins, start, span
#/control/matScan/phi 1000 163 34
/control/matScan/phi 3600 0 360
#Start scan
/control/matScan/scan

         Theta(deg)    Phi(deg)  Length(mm)          x0     lambda0

                  0     230.564        5000   0.0305049   0.0141902
                  0     230.664        5000   0.0294491   0.0136727
                  0     230.764        5000   0.0298548   0.0138765
                  0     230.864        5000   0.0297842   0.0138428
                  0     230.964        5000   0.0274942   0.0127383
                  0     231.064        5000   0.0274971   0.0127395
                  0     231.164        5000      0.0275   0.0127406
                  0     231.264        5000   0.0295213   0.0135599
                  0     231.364        5000   0.0297439    0.013678
                  0     231.464        5000   0.0312835   0.0142467
                  0     231.564        5000   0.0311161   0.0142617
                  0     231.664        5000   0.0311211   0.0142639
                  0     231.764        5000   0.0307312   0.0140556
                  0     231.864        5000   0.0324812   0.0149358
                  0     231.964        5000   0.0320245   0.0147188
                  0     232.064        5000   0.0326323   0.0150073
                  0     232.164        5000   0.0312834   0.0143897
                  0     232.265        5000   0.0317724   0.0146092
                  0     232.365        5000   0.0305166   0.0140187
                  0     232.465        5000   0.0303231   0.0139151
                  0     232.565        5000   0.0327091   0.0150647
                  0     232.665        5000   0.0326094   0.0150172
                  0     232.765        5000   0.0329855   0.0151864
                  0     232.865        5000   0.0299488   0.0137137
                  0     232.965        5000   0.0299537   0.0137158
                  0     233.065        5000   0.0317488   0.0144145
                  0     233.165        5000   0.0319408   0.0144866
                  0     233.265        5000   0.0311545   0.0140982
                  0     233.365        5000   0.0294198   0.0134329
                  0     233.465        5000   0.0288301   0.0131966
                  0     233.565        5000   0.0288351   0.0131988
                  0     233.665        5000   0.0328979   0.0152145
                  0     233.765        5000   0.0328735   0.0151861
                  0     233.865        5000   0.0312097   0.0143777
                  0     233.965        5000   0.0320576   0.0147978
                  0     234.065        5000   0.0341563    0.015785
                  0     234.165        5000   0.0345441   0.0159564
                  0     234.265        5000   0.0329107   0.0153585
                  0     234.365        5000   0.0343168    0.016044
                  0     234.465        5000   0.0326159   0.0152181
                  0     234.565        5000   0.0304355    0.014166
                  0     234.665        5000   0.0304956   0.0141945
                  0     234.765        5000   0.0325564   0.0152123
                  0     234.865        5000   0.0348228   0.0161611
                  0     234.965        5000   0.0337595   0.0155939
                  0     235.065        5000   0.0323401   0.0149164
                  0     235.165        5000   0.0305721   0.0142353
                  0     235.265        5000   0.0305259   0.0142132
                  0     235.365        5000   0.0334636   0.0156256
                  0     235.465        5000   0.0329359   0.0153741
                  0     235.565        5000    0.033382   0.0156483
                  0     235.665        5000   0.0294732   0.0136742
                  0     235.765        5000   0.0292415   0.0135601
                  0     235.866        5000   0.0290384   0.0134636
                  0     235.966        5000   0.0328479   0.0153135
                  0     236.066        5000   0.0344775   0.0160764
                  0     236.166        5000   0.0346816   0.0161853
                  0     236.266        5000   0.0327537   0.0152267
                  0     236.366        5000   0.0284209   0.0131619
                  0     236.466        5000   0.0294071   0.0136092
                  0     236.566        5000   0.0294118   0.0136113
                  0     236.666        5000   0.0312068     0.01431
